class,degree_centrality,in_degree_centrality,out_degree_centrality,in_degree,out_degree,total_degree,betweenness_centrality,betweenness_weighted,closeness_centrality,eigenvector_centrality,pagerank,hub_score,authority_score,katz_centrality,load_centrality,harmonic_centrality,clustering,triangles,burt_constraint,weighted_out,weighted_in
TradeSLSBBean,0.14634146341463414,0.020905923344947737,0.1254355400696864,6,36,42,0.005542222005636641,0.005457956677468873,0.020905923344947737,0.20596126366954384,0.003318693590976675,0.11022578753368231,0.00010766352172232734,0.059636897297713834,0.005543237250554323,6.0,0.005530440820402438,104,0.09273416977260061,179.8,7.199999999999999
PingServlet2Session2CMROne2One,0.04529616724738676,0.0,0.04529616724738676,0,13,13,0.0,0.0,0.0,0.005341449111252585,0.0024810627037784774,0.0014963263033559828,0.0,0.05626122386576776,0.0,0.0,0.002804360339922716,14,0.11186132800815557,16.9,0.0
PingServlet2Session2Entity,0.05226480836236934,0.0,0.05226480836236934,0,15,15,0.0,0.0,0.0,0.009251022610080486,0.0024810627037784774,0.003730271244135523,0.0,0.05626122386576776,0.0,0.0,0.002484964942649471,14,0.08821814455373565,21.2,0.0
QuoteObject,0.013937282229965157,0.013937282229965157,0.0,4,0,4,0.0,0.0,0.013937282229965157,0.00032409651363457114,0.003019237765970655,0.0,8.51421312534553e-05,0.05851167282039847,0.0,4.0,0.0,0,0.25,0.0,4.8
PingServlet2Session2Entity2JSP,0.04529616724738676,0.0,0.04529616724738676,0,13,13,0.0,0.0,0.0,0.009108415936771959,0.0024810627037784774,0.0036711488197910297,0.0,0.05626122386576776,0.0,0.0,0.0033451451151050573,14,0.10475452895219182,17.6,0.0
PingServlet2Session2EntityCollection,0.04878048780487805,0.0,0.04878048780487805,0,14,14,0.0,0.0,0.0,0.00643794777823745,0.0024810627037784774,0.0020812866711072647,0.0,0.05626122386576776,0.0,0.0,0.0025767538771248595,14,0.09929653610240373,18.4,0.0
PingServlet2SessionLocal,0.05226480836236934,0.0,0.05226480836236934,0,15,15,0.0,0.0,0.0,0.004751379639402434,0.0024810627037784774,0.002470430736716014,0.0,0.05626122386576776,0.0,0.0,0.0009145778842922817,7,0.09072939043023083,20.0,0.0
TradeSLSBLocal,0.027874564459930314,0.010452961672473868,0.017421602787456445,3,5,8,0.0001807135953477417,0.00017056114617090227,0.01881533101045296,0.014778135874521035,0.0027539530278165936,0.006096539972126684,0.0010294115615913219,0.05798281731606025,0.0001807135953477417,6.0,0.014151642641829054,15,0.20179900189248706,9.2,3.9
Math,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.006968641114982578,4.7640144204008345e-05,0.002607582789843521,0.0,1.723174263020581e-05,0.05738644834308312,0.0,2.0,0.0,0,0.5,0.0,1.2
PingServlet2Session,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.006968641114982578,7.14602163060125e-05,0.002670842832876042,0.0,2.584761394530878e-05,0.05738644834308312,0.0,2.0,0.0,0,0.5,0.0,1.7999999999999998
PingServlet2SessionRemote,0.05226480836236934,0.0,0.05226480836236934,0,15,15,0.0,0.0,0.0,0.004749632026730998,0.0024810627037784774,0.0024696408520882805,0.0,0.05626122386576776,0.0,0.0,0.0009145778842922817,7,0.09087660358436105,20.0,0.0
TradeSLSBRemote,0.024390243902439025,0.006968641114982578,0.017421602787456445,2,5,7,0.00017056114617090227,0.00014619526814648766,0.015928322548531607,0.014602384446689697,0.0026311179928019887,0.006096539972126684,0.0009784409697703967,0.05742020507740257,0.00017056114617090227,5.0,0.016156277987615462,12,0.223059040142477,9.2,2.7
PingServlet2TwoPhase,0.04878048780487805,0.0,0.04878048780487805,0,14,14,0.0,0.0,0.0,0.007626791565180687,0.0024810627037784774,0.0027217531574366387,0.0,0.05626122386576776,0.0,0.0,0.0026429628667947558,14,0.09808555814217289,18.4,0.0
For,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.05073381902650196,0.007241324301358775,0.002581185113942808,0.0,0.002898229522854307,0.057540579904149056,0.0,15.500000000000002,0.019954946907744412,1,0.5146535565637953,0.0,2.4
ClassLoader,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.044058316523014854,0.0008949322728815902,0.0025685845987228964,0.0,0.00026181161123624107,0.056909363854333934,0.0,13.5,0.0,0,1.0,0.0,1.2
DocumentBuilderFactory,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.044058316523014854,0.0011186653411019876,0.0025904650724590007,0.0,0.0003272645140453011,0.056909363854333934,0.0,13.5,0.0,0,1.0,0.0,1.5
DocumentBuilder,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.044058316523014854,0.0008949322728815902,0.0025685845987228964,0.0,0.00026181161123624107,0.056909363854333934,0.0,13.5,0.0,0,1.0,0.0,1.2
Document,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.044058316523014854,0.0008949322728815902,0.0025685845987228964,0.0,0.00026181161123624107,0.056909363854333934,0.0,13.5,0.0,0,1.0,0.0,1.2
NodeList,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.044058316523014854,0.0008949322728815902,0.0025685845987228964,0.0,0.00026181161123624107,0.056909363854333934,0.0,13.5,0.0,0,1.0,0.0,1.2
EJB3,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.046336938323001044,0.002201191158420078,0.0027297943403084644,0.0,0.000663453730763132,0.05747793978272139,0.0,14.5,0.0,0,0.5555555555555556,0.0,3.5999999999999996
UnsupportedOperationException,0.013937282229965157,0.013937282229965157,0.0,4,0,4,0.0,0.0,0.06120040463077441,0.009273500268081191,0.0035341081794528642,0.0,0.0034984973134787865,0.05870525025074118,0.0,18.5,0.008495368910176172,2,0.31864792501383893,0.0,8.0
J2EE,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.04341999463950683,0.00019796233106784738,0.0032123207439958626,0.0,2.4048750089110643e-05,0.056870909307821696,0.0,13.500000000000004,0.0,0,1.0,0.0,1.2
KeySequenceDirect,0.0313588850174216,0.003484320557491289,0.027874564459930314,1,8,9,0.0018883555468921323,0.003070100631076241,0.03939331830293093,0.021747225274170806,0.0024905130901934107,0.010817785130455953,0.001977313433713549,0.056892439915582876,0.0018883555468921323,12.500000000000002,0.008634023567049537,10,0.47248587117903684,11.7,0.8999999999999999
PreparedStatement,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.04148772384733814,0.2035204499799141,0.0033184728581428617,0.0,0.08451630968016338,0.057461364100946065,0.0,13.500000000000004,0.05925393237496092,1,0.8974719368615078,0.0,40.800000000000004
ResultSet,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.04148772384733814,0.1313767211228505,0.0029585701853202563,0.0,0.05456143842763266,0.057461364100946065,0.0,13.500000000000004,0.040651882762814937,1,0.9184700118916553,0.0,25.999999999999986
HashMap,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.030495250007445133,0.00018162711193505372,0.0026619767318314825,0.0,6.289021182720792e-05,0.056830148051130944,0.0,9.700000000000003,0.0,0,1.0,0.0,1.0
KeyBlock,0.020905923344947737,0.003484320557491289,0.017421602787456445,1,5,6,0.0011817450841841086,0.0011817450841841086,0.030495250007445133,0.0010097023509483287,0.0026619767318314825,0.0003523563724446274,6.289021182720792e-05,0.056830148051130944,0.0011817450841841086,9.700000000000003,0.0020457304975674477,2,0.20823681475368774,8.4,1.0
DataSource,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.03939331830293093,0.006346392028477185,0.002493663218998389,0.0,0.0026364179116180673,0.056892439915582876,0.0,12.500000000000002,0.0,0,1.0,0.0,1.2
UserTransaction,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.04348613059414454,0.012779723275986981,0.0027545259899999924,0.0,0.0052781710823697715,0.05746732779067583,0.0,13.666666666666671,0.01933094187222855,1,0.5969498959843621,0.0,3.5999999999999996
Direct,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.03939331830293093,0.006346392028477185,0.002493663218998389,0.0,0.0026364179116180673,0.056892439915582876,0.0,12.500000000000002,0.0,0,1.0,0.0,1.2
Timestamp,0.010452961672473868,0.010452961672473868,0.0,3,0,3,0.0,0.0,0.06248154491230142,0.07523118399635732,0.0028242323293365783,0.0,0.030569498047430345,0.058117013837673835,0.0,20.683333333333334,0.04378146308136155,2,0.6533366364568586,0.0,17.0
MDB,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.03939331830293093,0.006346392028477185,0.002493663218998389,0.0,0.0026364179116180673,0.056892439915582876,0.0,12.500000000000002,0.0,0,1.0,0.0,1.2
DatabaseMetaData,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.03939331830293093,0.006346392028477185,0.002493663218998389,0.0,0.0026364179116180673,0.056892439915582876,0.0,12.500000000000002,0.0,0,1.0,0.0,1.2
Statement,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.03939331830293093,0.006346392028477185,0.002493663218998389,0.0,0.0026364179116180673,0.056892439915582876,0.0,12.500000000000002,0.0,0,1.0,0.0,1.2
All,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.03939331830293093,0.006346392028477185,0.002493663218998389,0.0,0.0026364179116180673,0.056892439915582876,0.0,12.500000000000002,0.0,0,1.0,0.0,1.2
Log.doTrace(,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.03939331830293093,0.0021154640094923948,0.002485262875518448,0.0,0.0008788059705393553,0.056892439915582876,0.0,12.500000000000002,0.0,0,1.0,0.0,0.4
TradeConfig.orderProcessingMode,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.03939331830293093,0.0021154640094923948,0.002485262875518448,0.0,0.0008788059705393553,0.056892439915582876,0.0,12.500000000000002,0.0,0,1.0,0.0,0.4
TradeConfig.SYNCH,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.03939331830293093,0.0021154640094923948,0.002485262875518448,0.0,0.0008788059705393553,0.056892439915582876,0.0,12.500000000000002,0.0,0,1.0,0.0,0.4
CompleteOrderThread,0.03484320557491289,0.006968641114982578,0.027874564459930314,2,8,10,0.001191897533360948,0.00425184571526035,0.04544765944553855,0.008766730524862676,0.0025072532684340485,0.0007647677495719972,0.0028378229146026283,0.05748880888856001,0.0012000194927024195,14.16666666666667,0.00653502272012175,14,0.21045692485661344,10.3,2.0
MDBStats,0.020905923344947737,0.010452961672473868,0.010452961672473868,3,3,6,0.00036548817036621915,0.00036548817036621915,0.04197581471613036,0.00414117267911448,0.0028280666457854518,0.00022201608204178245,0.001433716847477482,0.05801766439289824,0.00036548817036621915,14.000000000000002,0.013555257302096306,11,0.32133714129928737,4.6,3.6
DTBroker3MDB,0.04529616724738676,0.0,0.04529616724738676,0,13,13,0.0,0.0,0.0,0.01757257916647301,0.0024810627037784774,0.007305446574525128,0.0,0.05626122386576776,0.0,0.0,0.005279290750192225,18,0.15722730157545778,20.599999999999998,0.0
MessageListener,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.006968641114982578,0.00034743422899610716,0.002821766388175496,0.0,0.00011550789166844908,0.05738644834308312,0.0,2.0,0.0,0,0.5,0.0,3.0
MessageDrivenContext,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.006968641114982578,0.0002779473831968857,0.0027536256512960926,0.0,9.240631333475924e-05,0.05738644834308312,0.0,2.0,0.0,0,0.5,0.0,2.4
TimerStat,0.017421602787456445,0.010452961672473868,0.006968641114982578,3,2,5,0.0,0.0,0.03271056109575874,0.001229207389062631,0.004175828548042346,0.00021668470912220838,0.00018765219171657774,0.057966624773219455,0.0,11.366666666666667,0.017624471736366477,8,0.3336333561314194,2.4,7.0
NewOrders,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,0.00017573394324744661,0.0026038977387930822,0.0,5.0965081338590374e-05,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.2
DTStreamer3MDB,0.03832752613240418,0.0,0.03832752613240418,0,11,11,0.0,0.0,0.0,0.010175404642403334,0.0024810627037784774,0.005940277114818901,0.0,0.05626122386576776,0.0,0.0,0.0037235969594106343,11,0.14876966501142336,16.9,0.0
MarketSummarySingleton,0.0627177700348432,0.003484320557491289,0.059233449477351915,1,17,18,0.0006152384201164689,0.0013218488828244926,0.013133208255159474,0.041039237771070165,0.0024998908661452513,0.020043611841202815,0.0007689695859050864,0.0568575928387449,0.0006152384201164689,4.0,0.006300968622473432,30,0.1965849674233657,34.6,1.2
CriteriaBuilder,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.015928322548531607,0.004544843103984706,0.002592406875153175,0.0,0.0016777696801008237,0.05742616876713234,0.0,5.0,0.020542191030894618,1,0.5734483265830674,0.0,3.5999999999999996
CriteriaQuery,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.015928322548531607,0.004544843103984706,0.002592406875153175,0.0,0.0016777696801008237,0.05742616876713234,0.0,5.0,0.020542191030894618,1,0.5734483265830674,0.0,3.5999999999999996
Root,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.015928322548531607,0.004544843103984706,0.002592406875153175,0.0,0.0016777696801008237,0.05742616876713234,0.0,5.0,0.020542191030894618,1,0.5734483265830674,0.0,3.5999999999999996
TypedQuery,0.006968641114982578,0.006968641114982578,0.0,2,0,2,0.0,0.0,0.015928322548531607,0.008678359595312513,0.0026300631998867237,0.0,0.003215708851910997,0.05742616876713234,0.0,5.0,0.025881538890785795,1,0.6928510301079654,0.0,6.0
QuoteDataBean[],0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.010618881699021072,0.00041132661265689787,0.002554750550419627,0.0,0.00013983050829065018,0.05682979979415521,0.0,3.5000000000000004,0.0,0,1.0,0.0,1.2
Top,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.010618881699021072,0.00013710887088563261,0.002505625319325528,0.0,4.661016943021674e-05,0.05682979979415521,0.0,3.5000000000000004,0.0,0,1.0,0.0,0.4
TSIA,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.010618881699021072,0.00020566330632844893,0.0025179066270990527,0.0,6.991525414532509e-05,0.05682979979415521,0.0,3.5000000000000004,0.0,0,1.0,0.0,0.6
quotePriceComparator,0.003484320557491289,0.0,0.003484320557491289,0,1,1,0.0,0.0,0.0,6.019418025680749e-79,0.0024810627037784774,-1.9951548836486945e-22,0.0,0.05626122386576776,0.0,0.0,0.0,0,1.0,1.5,0.0
Comparator,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.003484320557491289,6.019418025680749e-79,0.004589730804862533,0.0,-1.0299653556822419e-20,0.05682383610442544,0.0,1.0,0.0,0,1.0,0.0,1.5
QueueConnectionFactory,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.013133208255159474,0.004133516491327809,0.002518719028512026,0.0,0.0015379391718101727,0.0568575928387449,0.0,4.0,0.0,0,1.0,0.0,2.4
TopicConnectionFactory,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.013133208255159474,0.004133516491327809,0.002518719028512026,0.0,0.0015379391718101727,0.0568575928387449,0.0,4.0,0.0,0,1.0,0.0,2.4
SessionContext,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.013133208255159474,0.0020667582456639043,0.0024998908661452513,0.0,0.0007689695859050864,0.0568575928387449,0.0,4.0,0.0,0,1.0,0.0,1.2
EJB,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.013133208255159474,0.0020667582456639043,0.0024998908661452513,0.0,0.0007689695859050864,0.0568575928387449,0.0,4.0,0.0,0,1.0,0.0,1.2
CriteriaUpdate,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.013133208255159474,0.0020667582456639043,0.0024998908661452513,0.0,0.0007689695859050864,0.0568575928387449,0.0,4.0,0.0,0,1.0,0.0,1.2
TradeConfig.getLongRun(,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.013133208255159474,0.0006889194152213014,0.0024873387579007356,0.0,0.0002563231953016957,0.0568575928387449,0.0,4.0,0.0,0,1.0,0.0,0.4
EJBException,0.010452961672473868,0.010452961672473868,0.0,3,0,3,0.0,0.0,0.05805371889489423,0.020401890690668202,0.0032270182565355184,0.0,0.007143660009491274,0.05806068566295167,0.0,19.18333333333333,0.036850094644580146,2,0.6962703972411564,0.0,14.0
B,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.034470835438997795,0.0009299721539530135,0.002635287786148224,0.0,0.00032146880504622054,0.05685800242045465,0.0,11.283333333333333,0.0,0,1.0,0.0,2.4
A,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.034470835438997795,0.00046498607697650674,0.002558175244963351,0.0,0.00016073440252311027,0.05685800242045465,0.0,11.283333333333333,0.0,0,1.0,0.0,1.2
AbstractSequentialList,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.025296167247386758,1.6807349395317552e-05,0.003019762819550323,0.0,4.096913857037455e-06,0.05682952523938275,0.0,8.233333333333334,0.0,0,1.0,0.0,2.0
KeyBlockIterator,0.006968641114982578,0.003484320557491289,0.003484320557491289,1,1,2,0.00040203698740284106,0.00040203698740284106,0.025296167247386758,8.40498106932608e-06,0.0027504127616644006,8.549992470843681e-22,2.0484569285187276e-06,0.05682952523938275,0.00040203698740284106,8.233333333333334,0.0,0,0.5200000000000001,1.5,1.0
ListIterator,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.0218906226329344,1.0461632214866878e-07,0.0048187564528161695,0.0,4.413790682860886e-20,0.05682951905064813,0.0,7.340476190476194,0.0,0,1.0,0.0,1.5
Logger,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.11851018243989005,0.003426695805756917,0.005357888441404794,0.0,3.3583719867376676e-06,0.05717536917122024,0.0,35.33333333333333,0.0,0,1.0,0.0,1.5
Random,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.1036964096349038,0.004528205722129393,0.0035702525097327086,0.0,0.0009966365370452182,0.05704708570423496,0.0,31.499999999999982,0.0,0,1.0,0.0,5.6
String[][],0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.1036964096349038,0.0009703297975991557,0.002714460519340098,0.0,0.00021356497222397558,0.05704708570423496,0.0,31.499999999999982,0.0,0,1.0,0.0,1.2
In,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.1036964096349038,0.0009703297975991557,0.002714460519340098,0.0,0.00021356497222397558,0.05704708570423496,0.0,31.499999999999982,0.0,0,1.0,0.0,1.2
JDBCDriverNeedsGlobalTransationVal,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.1036964096349038,0.00032344326586638525,0.002558861975632351,0.0,7.118832407465854e-05,0.05704708570423496,0.0,31.499999999999982,0.0,0,1.0,0.0,0.4
PENNY_STOCK_PRICE,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.1036964096349038,0.00024258244939978892,0.0025394121576688827,0.0,5.3391243055993895e-05,0.05704708570423496,0.0,31.499999999999982,0.0,0,1.0,0.0,0.3
PENNY_STOCK_RECOVERY_MIRACLE_MULTIPLIER,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.1036964096349038,0.00024258244939978892,0.0025394121576688827,0.0,5.3391243055993895e-05,0.05704708570423496,0.0,31.499999999999982,0.0,0,1.0,0.0,0.3
MAXIMUM_STOCK_PRICE,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.1036964096349038,0.00024258244939978892,0.0025394121576688827,0.0,5.3391243055993834e-05,0.05704708570423496,0.0,31.499999999999982,0.0,0,1.0,0.0,0.3
MAXIMUM_STOCK_SPLIT_MULTIPLIER,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.1036964096349038,0.00024258244939978892,0.0025394121576688827,0.0,5.3391243055993834e-05,0.05704708570423496,0.0,31.499999999999982,0.0,0,1.0,0.0,0.3
InetAddress,0.003484320557491289,0.003484320557491289,0.0,1,0,1,0.0,0.0,0.1036964096349038,0.00024258244939978892,0.0025394121576688827,0.0,5.3391243055993834e-05,0.05704708570423496,0.0,31.499999999999982,0.0,0,1.0,0.0,0.3
WebSocketJMSMessage,0.006968641114982578,0.0,0.006968641114982578,0,2,2,0.0,0.0,0.0,0.0005980925888171005,0.0024810627037784774,0.00021668470912220838,0.0,0.05626122386576776,0.0,0.0,0.0,0,0.5,2.4,0.0
